scrapeNum,courseCodes,link
277,CC413,https://academic-calendar.wlu.ca/course.php?c=64953&cal=1&d=2640&s=1047&y=85
278,CC415,https://academic-calendar.wlu.ca/course.php?c=64949&cal=1&d=2640&s=1047&y=85
279,CC416,https://academic-calendar.wlu.ca/course.php?c=64950&cal=1&d=2640&s=1047&y=85
280,CC420,https://academic-calendar.wlu.ca/course.php?c=64927&cal=1&d=2640&s=1047&y=85
281,CC425,https://academic-calendar.wlu.ca/course.php?c=64943&cal=1&d=2640&s=1047&y=85
282,CC426,https://academic-calendar.wlu.ca/course.php?c=64942&cal=1&d=2640&s=1047&y=85
283,CC430,https://academic-calendar.wlu.ca/course.php?c=64904&cal=1&d=2640&s=1047&y=85
284,CC440,https://academic-calendar.wlu.ca/course.php?c=64906&cal=1&d=2640&s=1047&y=85
285,CC499,https://academic-calendar.wlu.ca/course.php?c=64957&cal=1&d=2640&s=1047&y=85
286,KS100,https://academic-calendar.wlu.ca/course.php?c=62974&cal=1&d=2529&s=1033&y=85
287,KS101,https://academic-calendar.wlu.ca/course.php?c=62975&cal=1&d=2529&s=1033&y=85
288,KS203,https://academic-calendar.wlu.ca/course.php?c=62981&cal=1&d=2529&s=1033&y=85
289,KS205,https://academic-calendar.wlu.ca/course.php?c=62976&cal=1&d=2529&s=1033&y=85
290,KS210,https://academic-calendar.wlu.ca/course.php?c=62980&cal=1&d=2529&s=1033&y=85
291,KS215,https://academic-calendar.wlu.ca/course.php?c=62983&cal=1&d=2529&s=1033&y=85
292,KS220,https://academic-calendar.wlu.ca/course.php?c=62984&cal=1&d=2529&s=1033&y=85
293,KS303,https://academic-calendar.wlu.ca/course.php?c=62982&cal=1&d=2529&s=1033&y=85
294,KS330,https://academic-calendar.wlu.ca/course.php?c=62985&cal=1&d=2529&s=1033&y=85
295,KS340,https://academic-calendar.wlu.ca/course.php?c=62977&cal=1&d=2529&s=1033&y=85
296,KS400,https://academic-calendar.wlu.ca/course.php?c=62979&cal=1&d=2529&s=1033&y=85
297,KS450,https://academic-calendar.wlu.ca/course.php?c=62978&cal=1&d=2529&s=1033&y=85
298,ID100,https://academic-calendar.wlu.ca/course.php?c=64221&cal=1&d=2595&s=1035&y=85
299,ID120,https://academic-calendar.wlu.ca/course.php?c=64210&cal=1&d=2595&s=1035&y=85
300,ID201,https://academic-calendar.wlu.ca/course.php?c=64211&cal=1&d=2595&s=1035&y=85
301,ID202,https://academic-calendar.wlu.ca/course.php?c=64222&cal=1&d=2595&s=1035&y=85
302,ID205,https://academic-calendar.wlu.ca/course.php?c=64208&cal=1&d=2595&s=1035&y=85
303,ID207,https://academic-calendar.wlu.ca/course.php?c=64212&cal=1&d=2595&s=1035&y=85
304,ID208,https://academic-calendar.wlu.ca/course.php?c=64228&cal=1&d=2595&s=1035&y=85
305,ID227,https://academic-calendar.wlu.ca/course.php?c=64213&cal=1&d=2595&s=1035&y=85
306,ID230,https://academic-calendar.wlu.ca/course.php?c=64226&cal=1&d=2595&s=1035&y=85
307,ID301,https://academic-calendar.wlu.ca/course.php?c=64216&cal=1&d=2595&s=1035&y=85
308,ID302,https://academic-calendar.wlu.ca/course.php?c=64229&cal=1&d=2595&s=1035&y=85
309,ID303,https://academic-calendar.wlu.ca/course.php?c=64214&cal=1&d=2595&s=1035&y=85
310,ID309,https://academic-calendar.wlu.ca/course.php?c=64220&cal=1&d=2595&s=1035&y=85
311,ID330,https://academic-calendar.wlu.ca/course.php?c=64227&cal=1&d=2595&s=1035&y=85
312,ID350,https://academic-calendar.wlu.ca/course.php?c=64215&cal=1&d=2595&s=1035&y=85
313,ID360,https://academic-calendar.wlu.ca/course.php?c=64217&cal=1&d=2595&s=1035&y=85
314,ID375,https://academic-calendar.wlu.ca/course.php?c=64218&cal=1&d=2595&s=1035&y=85
315,ID386,https://academic-calendar.wlu.ca/course.php?c=64209&cal=1&d=2595&s=1035&y=85
316,ID400,https://academic-calendar.wlu.ca/course.php?c=64219&cal=1&d=2595&s=1035&y=85
317,ID401,https://academic-calendar.wlu.ca/course.php?c=64230&cal=1&d=2595&s=1035&y=85
318,ID402,https://academic-calendar.wlu.ca/course.php?c=64223&cal=1&d=2595&s=1035&y=85
319,ID405,https://academic-calendar.wlu.ca/course.php?c=64224&cal=1&d=2595&s=1035&y=85
320,ID410,https://academic-calendar.wlu.ca/course.php?c=64225&cal=1&d=2595&s=1035&y=85
321,ID430,https://academic-calendar.wlu.ca/course.php?c=64231&cal=1&d=2595&s=1035&y=85
322,KP100,https://academic-calendar.wlu.ca/course.php?c=63979&cal=1&d=2577&s=1034&y=85
323,KP112,https://academic-calendar.wlu.ca/course.php?c=63952&cal=1&d=2577&s=1034&y=85
324,KP115,https://academic-calendar.wlu.ca/course.php?c=63975&cal=1&d=2577&s=1034&y=85
325,KP118,https://academic-calendar.wlu.ca/course.php?c=63953&cal=1&d=2577&s=1034&y=85
326,KP141,https://academic-calendar.wlu.ca/course.php?c=63977&cal=1&d=2577&s=1034&y=85
327,KP161,https://academic-calendar.wlu.ca/course.php?c=63976&cal=1&d=2577&s=1034&y=85
328,KP181,https://academic-calendar.wlu.ca/course.php?c=63978&cal=1&d=2577&s=1034&y=85
329,KP200,https://academic-calendar.wlu.ca/course.php?c=63972&cal=1&d=2577&s=1034&y=85
330,KP201,https://academic-calendar.wlu.ca/course.php?c=63973&cal=1&d=2577&s=1034&y=85
331,KP202,https://academic-calendar.wlu.ca/course.php?c=63983&cal=1&d=2577&s=1034&y=85
332,KP211,https://academic-calendar.wlu.ca/course.php?c=63954&cal=1&d=2577&s=1034&y=85
333,KP217,https://academic-calendar.wlu.ca/course.php?c=63980&cal=1&d=2577&s=1034&y=85
334,KP218,https://academic-calendar.wlu.ca/course.php?c=63981&cal=1&d=2577&s=1034&y=85
335,KP219,https://academic-calendar.wlu.ca/course.php?c=63982&cal=1&d=2577&s=1034&y=85
336,KP221,https://academic-calendar.wlu.ca/course.php?c=63956&cal=1&d=2577&s=1034&y=85
337,KP222,https://academic-calendar.wlu.ca/course.php?c=63955&cal=1&d=2577&s=1034&y=85
338,KP231,https://academic-calendar.wlu.ca/course.php?c=63957&cal=1&d=2577&s=1034&y=85
339,KP251,https://academic-calendar.wlu.ca/course.php?c=63987&cal=1&d=2577&s=1034&y=85
340,KP290,https://academic-calendar.wlu.ca/course.php?c=63991&cal=1&d=2577&s=1034&y=85
341,KP300,https://academic-calendar.wlu.ca/course.php?c=63974&cal=1&d=2577&s=1034&y=85
342,KP311,https://academic-calendar.wlu.ca/course.php?c=63950&cal=1&d=2577&s=1034&y=85
343,KP322,https://academic-calendar.wlu.ca/course.php?c=63961&cal=1&d=2577&s=1034&y=85
344,KP331,https://academic-calendar.wlu.ca/course.php?c=63990&cal=1&d=2577&s=1034&y=85
345,KP332,https://academic-calendar.wlu.ca/course.php?c=63963&cal=1&d=2577&s=1034&y=85
346,KP340,https://academic-calendar.wlu.ca/course.php?c=63964&cal=1&d=2577&s=1034&y=85
347,KP341,https://academic-calendar.wlu.ca/course.php?c=63965&cal=1&d=2577&s=1034&y=85
348,KP342,https://academic-calendar.wlu.ca/course.php?c=63966&cal=1&d=2577&s=1034&y=85
349,KP343,https://academic-calendar.wlu.ca/course.php?c=63951&cal=1&d=2577&s=1034&y=85
350,KP344,https://academic-calendar.wlu.ca/course.php?c=63958&cal=1&d=2577&s=1034&y=85
351,KP345,https://academic-calendar.wlu.ca/course.php?c=64009&cal=1&d=2577&s=1034&y=85
352,KP351,https://academic-calendar.wlu.ca/course.php?c=63967&cal=1&d=2577&s=1034&y=85
353,KP361,https://academic-calendar.wlu.ca/course.php?c=63968&cal=1&d=2577&s=1034&y=85
354,KP371,https://academic-calendar.wlu.ca/course.php?c=63969&cal=1&d=2577&s=1034&y=85
355,KP381,https://academic-calendar.wlu.ca/course.php?c=63988&cal=1&d=2577&s=1034&y=85
356,KP390,https://academic-calendar.wlu.ca/course.php?c=63959&cal=1&d=2577&s=1034&y=85
357,KP422,https://academic-calendar.wlu.ca/course.php?c=63970&cal=1&d=2577&s=1034&y=85
358,KP425,https://academic-calendar.wlu.ca/course.php?c=63985&cal=1&d=2577&s=1034&y=85
359,KP426,https://academic-calendar.wlu.ca/course.php?c=63962&cal=1&d=2577&s=1034&y=85
360,KP431,https://academic-calendar.wlu.ca/course.php?c=63986&cal=1&d=2577&s=1034&y=85
361,KP434,https://academic-calendar.wlu.ca/course.php?c=63998&cal=1&d=2577&s=1034&y=85
362,KP435,https://academic-calendar.wlu.ca/course.php?c=63999&cal=1&d=2577&s=1034&y=85
363,KP441,https://academic-calendar.wlu.ca/course.php?c=63992&cal=1&d=2577&s=1034&y=85
364,KP442,https://academic-calendar.wlu.ca/course.php?c=63993&cal=1&d=2577&s=1034&y=85
365,KP443,https://academic-calendar.wlu.ca/course.php?c=64000&cal=1&d=2577&s=1034&y=85
366,KP451,https://academic-calendar.wlu.ca/course.php?c=64001&cal=1&d=2577&s=1034&y=85
367,KP452,https://academic-calendar.wlu.ca/course.php?c=64002&cal=1&d=2577&s=1034&y=85
368,KP460,https://academic-calendar.wlu.ca/course.php?c=63994&cal=1&d=2577&s=1034&y=85
369,KP462,https://academic-calendar.wlu.ca/course.php?c=64003&cal=1&d=2577&s=1034&y=85
370,KP463,https://academic-calendar.wlu.ca/course.php?c=64004&cal=1&d=2577&s=1034&y=85
371,KP464,https://academic-calendar.wlu.ca/course.php?c=64005&cal=1&d=2577&s=1034&y=85
372,KP465,https://academic-calendar.wlu.ca/course.php?c=64006&cal=1&d=2577&s=1034&y=85
373,KP466,https://academic-calendar.wlu.ca/course.php?c=63996&cal=1&d=2577&s=1034&y=85
374,KP471,https://academic-calendar.wlu.ca/course.php?c=64007&cal=1&d=2577&s=1034&y=85
375,KP472,https://academic-calendar.wlu.ca/course.php?c=63960&cal=1&d=2577&s=1034&y=85
376,KP481,https://academic-calendar.wlu.ca/course.php?c=63989&cal=1&d=2577&s=1034&y=85
377,KP482,https://academic-calendar.wlu.ca/course.php?c=63997&cal=1&d=2577&s=1034&y=85
378,KP483,https://academic-calendar.wlu.ca/course.php?c=64008&cal=1&d=2577&s=1034&y=85
379,KP484,https://academic-calendar.wlu.ca/course.php?c=63995&cal=1&d=2577&s=1034&y=85
380,KP490,https://academic-calendar.wlu.ca/course.php?c=63971&cal=1&d=2577&s=1034&y=85
381,KP491,https://academic-calendar.wlu.ca/course.php?c=63984&cal=1&d=2577&s=1034&y=85
382,OL101,https://academic-calendar.wlu.ca/course.php?c=64867&cal=1&d=2639&s=1047&y=85
383,OL140,https://academic-calendar.wlu.ca/course.php?c=64868&cal=1&d=2639&s=1047&y=85
384,OL200,https://academic-calendar.wlu.ca/course.php?c=64894&cal=1&d=2639&s=1047&y=85
385,OL201,https://academic-calendar.wlu.ca/course.php?c=64895&cal=1&d=2639&s=1047&y=85
386,OL202,https://academic-calendar.wlu.ca/course.php?c=64896&cal=1&d=2639&s=1047&y=85
387,OL224,https://academic-calendar.wlu.ca/course.php?c=64889&cal=1&d=2639&s=1047&y=85
388,OL233,https://academic-calendar.wlu.ca/course.php?c=64869&cal=1&d=2639&s=1047&y=85
389,OL251,https://academic-calendar.wlu.ca/course.php?c=64879&cal=1&d=2639&s=1047&y=85
390,OL260,https://academic-calendar.wlu.ca/course.php?c=64871&cal=1&d=2639&s=1047&y=85
391,OL270,https://academic-calendar.wlu.ca/course.php?c=66159&cal=1&d=2639&s=1047&y=85
392,OL298,https://academic-calendar.wlu.ca/course.php?c=64900&cal=1&d=2639&s=1047&y=85
393,OL300,https://academic-calendar.wlu.ca/course.php?c=64872&cal=1&d=2639&s=1047&y=85
394,OL301,https://academic-calendar.wlu.ca/course.php?c=64888&cal=1&d=2639&s=1047&y=85
395,OL311,https://academic-calendar.wlu.ca/course.php?c=64874&cal=1&d=2639&s=1047&y=85
396,OL313,https://academic-calendar.wlu.ca/course.php?c=64892&cal=1&d=2639&s=1047&y=85
397,OL314,https://academic-calendar.wlu.ca/course.php?c=64893&cal=1&d=2639&s=1047&y=85
398,OL315,https://academic-calendar.wlu.ca/course.php?c=64891&cal=1&d=2639&s=1047&y=85
399,OL322,https://academic-calendar.wlu.ca/course.php?c=64877&cal=1&d=2639&s=1047&y=85
400,OL327,https://academic-calendar.wlu.ca/course.php?c=64880&cal=1&d=2639&s=1047&y=85
401,OL340,https://academic-calendar.wlu.ca/course.php?c=64878&cal=1&d=2639&s=1047&y=85
402,OL365,https://academic-calendar.wlu.ca/course.php?c=64881&cal=1&d=2639&s=1047&y=85
403,OL370,https://academic-calendar.wlu.ca/course.php?c=64882&cal=1&d=2639&s=1047&y=85
404,OL380,https://academic-calendar.wlu.ca/course.php?c=64886&cal=1&d=2639&s=1047&y=85
405,OL401,https://academic-calendar.wlu.ca/course.php?c=64901&cal=1&d=2639&s=1047&y=85
406,OL410,https://academic-calendar.wlu.ca/course.php?c=64883&cal=1&d=2639&s=1047&y=85
407,OL430,https://academic-calendar.wlu.ca/course.php?c=64884&cal=1&d=2639&s=1047&y=85
408,OL481,https://academic-calendar.wlu.ca/course.php?c=64897&cal=1&d=2639&s=1047&y=85
409,OL485,https://academic-calendar.wlu.ca/course.php?c=64899&cal=1&d=2639&s=1047&y=85
410,MX207,https://academic-calendar.wlu.ca/course.php?c=64303&cal=1&d=2605&s=1035&y=85
411,MX211,https://academic-calendar.wlu.ca/course.php?c=64299&cal=1&d=2605&s=1035&y=85
412,MX222,https://academic-calendar.wlu.ca/course.php?c=64305&cal=1&d=2605&s=1035&y=85
413,MX226,https://academic-calendar.wlu.ca/course.php?c=64301&cal=1&d=2605&s=1035&y=85
414,MX311,https://academic-calendar.wlu.ca/course.php?c=64302&cal=1&d=2605&s=1035&y=85
415,MX327,https://academic-calendar.wlu.ca/course.php?c=64304&cal=1&d=2605&s=1035&y=85
416,MX380,https://academic-calendar.wlu.ca/course.php?c=64300&cal=1&d=2605&s=1035&y=85
417,ML100,https://academic-calendar.wlu.ca/course.php?c=63489&cal=1&d=2539&s=1033&y=85
418,ML101,https://academic-calendar.wlu.ca/course.php?c=63496&cal=1&d=2539&s=1033&y=85
419,ML103,https://academic-calendar.wlu.ca/course.php?c=63485&cal=1&d=2539&s=1033&y=85
420,ML104,https://academic-calendar.wlu.ca/course.php?c=66144&cal=1&d=2539&s=1033&y=85
421,ML200,https://academic-calendar.wlu.ca/course.php?c=63498&cal=1&d=2539&s=1033&y=85
422,ML201,https://academic-calendar.wlu.ca/course.php?c=63490&cal=1&d=2539&s=1033&y=85
423,ML202,https://academic-calendar.wlu.ca/course.php?c=63491&cal=1&d=2539&s=1033&y=85
424,ML288,https://academic-calendar.wlu.ca/course.php?c=63500&cal=1&d=2539&s=1033&y=85
425,ML300,https://academic-calendar.wlu.ca/course.php?c=63492&cal=1&d=2539&s=1033&y=85
426,ML301,https://academic-calendar.wlu.ca/course.php?c=63495&cal=1&d=2539&s=1033&y=85
427,ML302,https://academic-calendar.wlu.ca/course.php?c=63502&cal=1&d=2539&s=1033&y=85
428,ML303,https://academic-calendar.wlu.ca/course.php?c=63486&cal=1&d=2539&s=1033&y=85
429,ML304,https://academic-calendar.wlu.ca/course.php?c=63487&cal=1&d=2539&s=1033&y=85
430,ML305,https://academic-calendar.wlu.ca/course.php?c=63488&cal=1&d=2539&s=1033&y=85
431,ML306,https://academic-calendar.wlu.ca/course.php?c=63503&cal=1&d=2539&s=1033&y=85
432,ML388,https://academic-calendar.wlu.ca/course.php?c=63501&cal=1&d=2539&s=1033&y=85
433,ML400,https://academic-calendar.wlu.ca/course.php?c=63493&cal=1&d=2539&s=1033&y=85
434,ML402,https://academic-calendar.wlu.ca/course.php?c=63499&cal=1&d=2539&s=1033&y=85
435,ML499,https://academic-calendar.wlu.ca/course.php?c=63494&cal=1&d=2539&s=1033&y=85
436,PP110,https://academic-calendar.wlu.ca/course.php?c=62529&cal=1&d=2519&s=1033&y=85
437,PP111,https://academic-calendar.wlu.ca/course.php?c=62530&cal=1&d=2519&s=1033&y=85
438,PP201,https://academic-calendar.wlu.ca/course.php?c=62531&cal=1&d=2519&s=1033&y=85
439,PP203,https://academic-calendar.wlu.ca/course.php?c=62532&cal=1&d=2519&s=1033&y=85
440,PP204,https://academic-calendar.wlu.ca/course.php?c=62533&cal=1&d=2519&s=1033&y=85
441,PP207,https://academic-calendar.wlu.ca/course.php?c=62534&cal=1&d=2519&s=1033&y=85
442,PP209,https://academic-calendar.wlu.ca/course.php?c=62535&cal=1&d=2519&s=1033&y=85
443,PP213,https://academic-calendar.wlu.ca/course.php?c=62536&cal=1&d=2519&s=1033&y=85
444,PP214,https://academic-calendar.wlu.ca/course.php?c=62537&cal=1&d=2519&s=1033&y=85
445,PP215,https://academic-calendar.wlu.ca/course.php?c=62538&cal=1&d=2519&s=1033&y=85
446,PP216,https://academic-calendar.wlu.ca/course.php?c=62539&cal=1&d=2519&s=1033&y=85
447,PP217,https://academic-calendar.wlu.ca/course.php?c=62540&cal=1&d=2519&s=1033&y=85
448,PP218,https://academic-calendar.wlu.ca/course.php?c=62541&cal=1&d=2519&s=1033&y=85
449,PP219,https://academic-calendar.wlu.ca/course.php?c=62566&cal=1&d=2519&s=1033&y=85
450,PP220,https://academic-calendar.wlu.ca/course.php?c=62565&cal=1&d=2519&s=1033&y=85
451,PP223,https://academic-calendar.wlu.ca/course.php?c=62542&cal=1&d=2519&s=1033&y=85
452,PP224,https://academic-calendar.wlu.ca/course.php?c=62543&cal=1&d=2519&s=1033&y=85
453,PP225,https://academic-calendar.wlu.ca/course.php?c=62544&cal=1&d=2519&s=1033&y=85
454,PP226,https://academic-calendar.wlu.ca/course.php?c=62545&cal=1&d=2519&s=1033&y=85
455,PP229,https://academic-calendar.wlu.ca/course.php?c=62546&cal=1&d=2519&s=1033&y=85
456,PP230,https://academic-calendar.wlu.ca/course.php?c=62547&cal=1&d=2519&s=1033&y=85
457,PP233,https://academic-calendar.wlu.ca/course.php?c=62548&cal=1&d=2519&s=1033&y=85
458,PP240,https://academic-calendar.wlu.ca/course.php?c=62549&cal=1&d=2519&s=1033&y=85
459,PP247,https://academic-calendar.wlu.ca/course.php?c=62550&cal=1&d=2519&s=1033&y=85
460,PP249,https://academic-calendar.wlu.ca/course.php?c=62551&cal=1&d=2519&s=1033&y=85
461,PP253,https://academic-calendar.wlu.ca/course.php?c=62568&cal=1&d=2519&s=1033&y=85
462,PP256,https://academic-calendar.wlu.ca/course.php?c=62552&cal=1&d=2519&s=1033&y=85
463,PP259,https://academic-calendar.wlu.ca/course.php?c=62553&cal=1&d=2519&s=1033&y=85
464,PP261,https://academic-calendar.wlu.ca/course.php?c=62554&cal=1&d=2519&s=1033&y=85
465,PP262,https://academic-calendar.wlu.ca/course.php?c=62555&cal=1&d=2519&s=1033&y=85
466,PP263,https://academic-calendar.wlu.ca/course.php?c=62556&cal=1&d=2519&s=1033&y=85
467,PP264,https://academic-calendar.wlu.ca/course.php?c=62557&cal=1&d=2519&s=1033&y=85
468,PP270,https://academic-calendar.wlu.ca/course.php?c=62567&cal=1&d=2519&s=1033&y=85
469,PP350,https://academic-calendar.wlu.ca/course.php?c=62558&cal=1&d=2519&s=1033&y=85
470,PP352,https://academic-calendar.wlu.ca/course.php?c=66145&cal=1&d=2519&s=1033&y=85
471,PP370,https://academic-calendar.wlu.ca/course.php?c=62559&cal=1&d=2519&s=1033&y=85
472,PP371,https://academic-calendar.wlu.ca/course.php?c=66146&cal=1&d=2519&s=1033&y=85
473,PP372,https://academic-calendar.wlu.ca/course.php?c=66147&cal=1&d=2519&s=1033&y=85
474,PP380,https://academic-calendar.wlu.ca/course.php?c=62560&cal=1&d=2519&s=1033&y=85
475,PP381,https://academic-calendar.wlu.ca/course.php?c=66148&cal=1&d=2519&s=1033&y=85
476,PP386,https://academic-calendar.wlu.ca/course.php?c=66149&cal=1&d=2519&s=1033&y=85
477,PP450,https://academic-calendar.wlu.ca/course.php?c=62561&cal=1&d=2519&s=1033&y=85
478,PP451,https://academic-calendar.wlu.ca/course.php?c=66150&cal=1&d=2519&s=1033&y=85
479,PP452,https://academic-calendar.wlu.ca/course.php?c=66151&cal=1&d=2519&s=1033&y=85
480,PP470,https://academic-calendar.wlu.ca/course.php?c=62562&cal=1&d=2519&s=1033&y=85
481,PP472,https://academic-calendar.wlu.ca/course.php?c=66152&cal=1&d=2519&s=1033&y=85
482,PP473,https://academic-calendar.wlu.ca/course.php?c=66153&cal=1&d=2519&s=1033&y=85
483,PP474,https://academic-calendar.wlu.ca/course.php?c=66154&cal=1&d=2519&s=1033&y=85
484,PP480,https://academic-calendar.wlu.ca/course.php?c=62563&cal=1&d=2519&s=1033&y=85
485,PP490,https://academic-calendar.wlu.ca/course.php?c=62564&cal=1&d=2519&s=1033&y=85
486,PC131,https://academic-calendar.wlu.ca/course.php?c=63681&cal=1&d=2572&s=1034&y=85
487,PC132,https://academic-calendar.wlu.ca/course.php?c=63682&cal=1&d=2572&s=1034&y=85
488,PC141,https://academic-calendar.wlu.ca/course.php?c=63684&cal=1&d=2572&s=1034&y=85
489,PC142,https://academic-calendar.wlu.ca/course.php?c=63685&cal=1&d=2572&s=1034&y=85
490,PC151,https://academic-calendar.wlu.ca/course.php?c=63709&cal=1&d=2572&s=1034&y=85
491,PC152,https://academic-calendar.wlu.ca/course.php?c=63710&cal=1&d=2572&s=1034&y=85
492,PC161,https://academic-calendar.wlu.ca/course.php?c=63711&cal=1&d=2572&s=1034&y=85
493,PC162,https://academic-calendar.wlu.ca/course.php?c=63712&cal=1&d=2572&s=1034&y=85
494,PC212,https://academic-calendar.wlu.ca/course.php?c=63686&cal=1&d=2572&s=1034&y=85
495,PC220,https://academic-calendar.wlu.ca/course.php?c=63680&cal=1&d=2572&s=1034&y=85
496,PC221,https://academic-calendar.wlu.ca/course.php?c=63687&cal=1&d=2572&s=1034&y=85
497,PC234,https://academic-calendar.wlu.ca/course.php?c=63679&cal=1&d=2572&s=1034&y=85
498,PC235,https://academic-calendar.wlu.ca/course.php?c=63704&cal=1&d=2572&s=1034&y=85
499,PC236,https://academic-calendar.wlu.ca/course.php?c=63683&cal=1&d=2572&s=1034&y=85
500,PC237,https://academic-calendar.wlu.ca/course.php?c=63688&cal=1&d=2572&s=1034&y=85
501,PC242,https://academic-calendar.wlu.ca/course.php?c=63689&cal=1&d=2572&s=1034&y=85
502,PC310,https://academic-calendar.wlu.ca/course.php?c=63707&cal=1&d=2572&s=1034&y=85
503,PC315,https://academic-calendar.wlu.ca/course.php?c=63690&cal=1&d=2572&s=1034&y=85
504,PC319,https://academic-calendar.wlu.ca/course.php?c=63691&cal=1&d=2572&s=1034&y=85
505,PC320,https://academic-calendar.wlu.ca/course.php?c=63713&cal=1&d=2572&s=1034&y=85
506,PC321,https://academic-calendar.wlu.ca/course.php?c=63692&cal=1&d=2572&s=1034&y=85
507,PC322,https://academic-calendar.wlu.ca/course.php?c=63693&cal=1&d=2572&s=1034&y=85
508,PC331,https://academic-calendar.wlu.ca/course.php?c=63694&cal=1&d=2572&s=1034&y=85
509,PC344,https://academic-calendar.wlu.ca/course.php?c=63695&cal=1&d=2572&s=1034&y=85
510,PC351,https://academic-calendar.wlu.ca/course.php?c=63714&cal=1&d=2572&s=1034&y=85
511,PC360,https://academic-calendar.wlu.ca/course.php?c=63696&cal=1&d=2572&s=1034&y=85
512,PC364,https://academic-calendar.wlu.ca/course.php?c=63697&cal=1&d=2572&s=1034&y=85
513,PC395,https://academic-calendar.wlu.ca/course.php?c=63708&cal=1&d=2572&s=1034&y=85
514,PC400,https://academic-calendar.wlu.ca/course.php?c=63706&cal=1&d=2572&s=1034&y=85
515,PC413,https://academic-calendar.wlu.ca/course.php?c=63715&cal=1&d=2572&s=1034&y=85
516,PC454,https://academic-calendar.wlu.ca/course.php?c=63705&cal=1&d=2572&s=1034&y=85
517,PC474,https://academic-calendar.wlu.ca/course.php?c=63698&cal=1&d=2572&s=1034&y=85
518,PC475,https://academic-calendar.wlu.ca/course.php?c=63699&cal=1&d=2572&s=1034&y=85
519,PC481,https://academic-calendar.wlu.ca/course.php?c=63700&cal=1&d=2572&s=1034&y=85
520,PC491,https://academic-calendar.wlu.ca/course.php?c=63701&cal=1&d=2572&s=1034&y=85
521,PC492,https://academic-calendar.wlu.ca/course.php?c=63702&cal=1&d=2572&s=1034&y=85
522,PC495,https://academic-calendar.wlu.ca/course.php?c=63703&cal=1&d=2572&s=1034&y=85
523,PD100,https://academic-calendar.wlu.ca/course.php?c=65032&cal=1&d=2649&s=1047&y=85
524,PD101,https://academic-calendar.wlu.ca/course.php?c=65033&cal=1&d=2649&s=1047&y=85
525,PD200,https://academic-calendar.wlu.ca/course.php?c=65035&cal=1&d=2649&s=1047&y=85
526,PD201,https://academic-calendar.wlu.ca/course.php?c=65034&cal=1&d=2649&s=1047&y=85
527,PD202,https://academic-calendar.wlu.ca/course.php?c=65036&cal=1&d=2649&s=1047&y=85
528,PD203,https://academic-calendar.wlu.ca/course.php?c=65037&cal=1&d=2649&s=1047&y=85
529,PD205,https://academic-calendar.wlu.ca/course.php?c=65038&cal=1&d=2649&s=1047&y=85
530,PD206,https://academic-calendar.wlu.ca/course.php?c=65031&cal=1&d=2649&s=1047&y=85
531,PD224,https://academic-calendar.wlu.ca/course.php?c=65054&cal=1&d=2649&s=1047&y=85
532,PD291,https://academic-calendar.wlu.ca/course.php?c=65051&cal=1&d=2649&s=1047&y=85
533,PD300,https://academic-calendar.wlu.ca/course.php?c=65039&cal=1&d=2649&s=1047&y=85
534,PD301,https://academic-calendar.wlu.ca/course.php?c=65040&cal=1&d=2649&s=1047&y=85
535,PD302,https://academic-calendar.wlu.ca/course.php?c=65041&cal=1&d=2649&s=1047&y=85
536,PD303,https://academic-calendar.wlu.ca/course.php?c=65042&cal=1&d=2649&s=1047&y=85
537,PD304,https://academic-calendar.wlu.ca/course.php?c=65043&cal=1&d=2649&s=1047&y=85
538,PD305,https://academic-calendar.wlu.ca/course.php?c=65044&cal=1&d=2649&s=1047&y=85
539,PD306,https://academic-calendar.wlu.ca/course.php?c=65045&cal=1&d=2649&s=1047&y=85
540,PD312,https://academic-calendar.wlu.ca/course.php?c=65052&cal=1&d=2649&s=1047&y=85
541,PD400,https://academic-calendar.wlu.ca/course.php?c=65046&cal=1&d=2649&s=1047&y=85
542,PD401,https://academic-calendar.wlu.ca/course.php?c=65047&cal=1&d=2649&s=1047&y=85
543,PD402,https://academic-calendar.wlu.ca/course.php?c=65048&cal=1&d=2649&s=1047&y=85
544,PD403,https://academic-calendar.wlu.ca/course.php?c=65049&cal=1&d=2649&s=1047&y=85
545,PD404,https://academic-calendar.wlu.ca/course.php?c=65050&cal=1&d=2649&s=1047&y=85
546,PD426,https://academic-calendar.wlu.ca/course.php?c=65053&cal=1&d=2649&s=1047&y=85
547,PO101,https://academic-calendar.wlu.ca/course.php?c=62620&cal=1&d=2520&s=1033&y=85
548,PO102,https://academic-calendar.wlu.ca/course.php?c=62621&cal=1&d=2520&s=1033&y=85
549,PO209,https://academic-calendar.wlu.ca/course.php?c=62625&cal=1&d=2520&s=1033&y=85
550,PO210,https://academic-calendar.wlu.ca/course.php?c=62608&cal=1&d=2520&s=1033&y=85
551,PO212,https://academic-calendar.wlu.ca/course.php?c=62622&cal=1&d=2520&s=1033&y=85
552,PO217,https://academic-calendar.wlu.ca/course.php?c=62570&cal=1&d=2520&s=1033&y=85
553,PO218,https://academic-calendar.wlu.ca/course.php?c=62571&cal=1&d=2520&s=1033&y=85
554,PO220,https://academic-calendar.wlu.ca/course.php?c=62574&cal=1&d=2520&s=1033&y=85
555,PO221,https://academic-calendar.wlu.ca/course.php?c=62575&cal=1&d=2520&s=1033&y=85
